"Боевики, остросюжетная литература",https://mybook.ru/catalog/boeviki/books/,Шелест. Фаворит,Константин Калбазов,"Вот нехотел я ничего этого. Иблизко недумал. Даже когда появилась возможность значительно усилить свой атрофированный дар, встав водин ряд ссильными одарёнными. Жить полной жизнью длясебя исвоих близких, вот ився цель.",https://mybook.ru/author/konstantin-kalbazov/shelest-favorit/,https://i1.mybook.io/p/x756/book_covers/ae/df/aedfd44d-f77e-4ad1-9b9e-6b31118596a5.jpg
"Боевики, остросюжетная литература",https://mybook.ru/catalog/boeviki/books/,Застаршего,Шамиль Идиатуллин,"Шамиль Идиатуллин– прозаик ижурналист, дважды лауреат премии «Большая книга»– мастер самых разных жанров: автор реалистических романов «Город Брежнев» и«Бывшая Ленина», триллеров «Убыр» и«Дофевраля», этнофэнтези «Последнее время», романа «Возвращение “Пионера”» исборника «Всёкаку людей» (последние два– просто фантастика).",https://mybook.ru/author/shamil-idiatullin/za-starshego/,https://i3.mybook.io/p/x756/book_covers/1f/58/1f58ff16-1138-4999-b116-980f99108067.jpg
"Боевики, остросюжетная литература",https://mybook.ru/catalog/boeviki/books/,Шелест. Гимназист,Константин Калбазов,"В своём родном мире я сирота. Без понятия кто мои родители, да и знать не хочу. Детский дом, армия, четыре войны и стойкое предубеждение к семейной жизни. Одна только мысль о женитьбе, детях и родне вызывала у меня раздражение.",https://mybook.ru/author/konstantin-kalbazov/shelest/,https://i3.mybook.io/p/x756/book_covers/ba/1b/ba1b93a0-a4dd-44d8-a7ef-344eec2569be.jpg
"Боевики, остросюжетная литература",https://mybook.ru/catalog/boeviki/books/,Шелест. Экспедитор,Константин Калбазов,"Вот уже восемнадцать лет, как я в этом странном мире, пронизанном магией. Ну или Силой, как её называют аборигены. Впрочем, без разницы. Так уж вышло, что я младший и самый слабый ребёнок с практически атрофированным даром. Он вроде и есть, и толку от него никакого. Потому я и планировал свою жизнь, не беря его в расчёт.",https://mybook.ru/author/konstantin-kalbazov/shelest-ekspeditor/,https://i1.mybook.io/p/x756/book_covers/1e/93/1e931f76-fd03-4a1e-9e65-2ac7004b17db.jpg
"Боевики, остросюжетная литература",https://mybook.ru/catalog/boeviki/books/,"Малыш Гури. Книга первая. Там, где нас неждут…",Юрий Москаленко,"Как поведёт себя взрослый состоявшийся человек в условиях нового неведомого мира? Его чувства страхи, желания? А если это мир магии, и кровь льётся как вино на пиру, и цена человеческой жизни там стоимостью в грош? А если ещё учесть, что попал он туда в теле несмышлёного мальца? Как выживать ему в этом чужом и враждебном мире? Сумеет ли он воспользоваться шансом, который каждому даётся в жизни, и доживёт ли он до него? Вот и постараемся ответить на всё это в нашей книге! Итак, всё начиналось...",https://mybook.ru/author/yurij-moskalenko-5/malysh-guri-kniga-pervaya-tam-gde-nas-ne-zhdut/,https://i2.mybook.io/p/x756/book_covers/3c/d2/3cd2646a-8fc2-47e8-ac4d-3cdee16ecb82.jpg
"Боевики, остросюжетная литература",https://mybook.ru/catalog/boeviki/books/,Ставка наслабость,Татьяна Полякова,"Ставшие свидетельницами совершенно нелепой автомобильной катастрофы, две подруги, Люська и Татьяна, заодно становятся и обладательницами ""дипломата"" с миллионами. Однако им сразу становится ясно, что эти деньги пахнут криминалом и что их непременно начнут искать.",https://mybook.ru/author/tatyana-polyakova/stavka-na-slabost/,https://i1.mybook.io/p/x756/book_covers/6e/7c/6e7cd503-b882-4dd3-9c4a-4b978d188b83.jpg
"Боевики, остросюжетная литература",https://mybook.ru/catalog/boeviki/books/,Вирус ненависти,Александр Тамоников,"Роман о военном времени, о сложных судьбах и опасной работе неизвестных героев, вошедших в ударный состав «спецназа Берии».",https://mybook.ru/author/aleksandr-tamonikov/virus-nenavisti-2/,https://i1.mybook.io/p/x756/book_covers/a1/c8/a1c8f182-eac3-43e6-91c7-246c772c2ddb.jpg
"Боевики, остросюжетная литература",https://mybook.ru/catalog/boeviki/books/,ЯПилигрим,Терри Хейз,"Пилигрим. Такого человека не существует. Есть Скотт Мердок, возглавлявший когда-то одно из секретных подразделений американской разведки, а затем выбывший из игры и ведущий уединенную жизнь в Париже. Но мир спецслужб никогда не отпускает своих агентов. И когда в нью-йоркском отеле находят мертвую женщину, а след выводит полицию на маньяка, задумавшего совершить массовое убийство, Скотт Мердок снова вступает в дело. Тогда-то он и становится Пилигримом.",https://mybook.ru/author/terri-hejz/ya-piligrim/,https://i1.mybook.io/p/x756/book_covers/69/ad/69ad6c3f-528d-4952-a37d-785526f6bf8b.jpg
"Боевики, остросюжетная литература",https://mybook.ru/catalog/boeviki/books/,Тайный бункер абвера,Александр Тамоников,"Боевые романы о ежедневном подвиге советских фронтовых разведчиков. Поединок силы и духа, когда до переднего края врага всего несколько шагов. Подробности жестоких боев, о которых не рассказывают даже ветераны-участники тех событий.",https://mybook.ru/author/aleksandr-tamonikov/tajnyj-bunker-abvera-2/,https://i2.mybook.io/p/x756/book_covers/e0/6d/e06d39b0-0bdf-43e0-8b8b-0e41b690ad14.jpg
"Боевики, остросюжетная литература",https://mybook.ru/catalog/boeviki/books/,Малыш Гури. Книга пятая. Часть вторая. Неуловимый,Юрий Москаленко,Продолжение цикла книг по Малышу.,https://mybook.ru/author/yurij-moskalenko-5/malysh-guri-neulovimyj-kniga-pyataya-chast-vtoraya/,https://i1.mybook.io/p/x756/book_covers/d6/88/d688a631-640a-4710-9f18-5ebae73b2b7b.jpg
Детективы,https://mybook.ru/catalog/detektivy/books/,Влесу,Тана Френч,"Летом 1984 года, когда сумерки опускаются на идиллический поселок в пригороде Дублина, матери зовут своих детей домой. Но в этот теплый вечер из темного и безмолвного леса не возвращаются трое детей, два мальчика и девочка. Полиция найдет только одного мальчика, Адама. Он в ужасе прижимается к стволу старого дерева, его кроссовки пропитались кровью, и он ничего не помнит…",https://mybook.ru/author/tana-french-3/v-lesu-4/,https://i2.mybook.io/p/x756/book_covers/6d/26/6d260e17-3c98-4b2f-8bc4-c44bca4d8096.jpg
Детективы,https://mybook.ru/catalog/detektivy/books/,Дело Аляски Сандерс,Жоэль Диккер,"“Дело Аляски Сандерс” – новый роман швейцарского писателя Жоэля Диккера, в котором читатель встретится с уже знакомыми ему героями бестселлера “Правда о деле Гарри Квеберта” И снова в центре детективного сюжета – громкое убийство, переворачивающее благополучную жизнь маленького городка штата Нью-Гэмпшир. На берегу озера в лесу найдено тело юной девушки. За дело берется сержант Перри Гэхаловуд, и через несколько дней расследование завершается: подозреваемые сознаются в убийстве. Но спустя одиннадцать лет сержант получает анонимное послание, и становится ясно, что произошла ошибка. Вместе с писателем Маркусом Гольдманом они вновь открывают дело, чтобы найти настоящего преступника а заодно встретиться лицом к лицу со своими призраками прошлого.",https://mybook.ru/author/zhoel-dikker/delo-alyaski-sanders/,https://i3.mybook.io/p/x756/book_covers/16/3f/163ff772-1839-4e80-9820-6e28a6bc0cec.jpg
Детективы,https://mybook.ru/catalog/detektivy/books/,Безмолвный пациент,Алекс Михаэлидес,Бестселлер № 1 New York Times.,https://mybook.ru/author/aleks-mihaelides/bezmolvnyj-pacient/,https://i3.mybook.io/p/x756/book_covers/42/a1/42a191ce-ee1f-4868-87a8-5e7c0413db18.jpg
Детективы,https://mybook.ru/catalog/detektivy/books/,Правда оделе Гарри Квеберта,Жоэль Диккер,"“Правда о деле Гарри Квеберта” вышла в 2012 году и сразу стала бестселлером. Едва появившись на прилавках, книга в одной только Франции разошлась огромным тиражом и была переведена на тридцать языков, а ее автор, двадцатисемилетний швейцарец Жоэль Диккер, получил Гран-при Французской академии за лучший роман и Гонкуровскую премию лицеистов.",https://mybook.ru/author/zhoel-dikker/pravda-o-dele-garri-kveberta/,https://i3.mybook.io/p/x756/book_covers/7b/ad/7bad4ba2-583b-44d5-a221-c9760d23cb87.jpg
Детективы,https://mybook.ru/catalog/detektivy/books/,Дом лжи,Дэвид Эллис,"Изощренный, умный и стремительный роман о мести, одержимости и… идеальном убийстве. От автора бестселлеров New York Times. Смесь «Исчезнувшей» и «Незнакомцев в поезде».",https://mybook.ru/author/devid-ellis/dom-lzhi/,https://i3.mybook.io/p/x756/book_covers/04/8e/048e8bde-ace1-434e-ba93-9362eda925fd.jpg
Детективы,https://mybook.ru/catalog/detektivy/books/,След смерти,Блейк Пирс,"В книге «СЛЕД смерти», Кэри Локк, детектив отдела пропавших без вести в подразделении полиции Лос-Анджелеса по-прежнему расследует похищение собственной дочери, пропавшей много лет назад. Все еще одержимая ее поисками, Кэри забывается единственным доступным способом: с головой погружаясь в дела пропавших без вести в полиции Лос-Анджелеса.",https://mybook.ru/author/blejk-pirs/sled-smerti/,https://i2.mybook.io/p/x756/book_covers/67/da/67da7044-7a6d-400e-b4a4-def1dad60774.jpg
Детективы,https://mybook.ru/catalog/detektivy/books/,Тайна моего мужа,Лиана Мориарти,"Любящий муж и добрая жена, три умницы дочки и уютный дом – идеал мечтаний каждого. Но однажды одно письмо навсегда изменило жизнь семьи и людей, которые ее окружают. Сесилия случайно находит письмо, которое муж собирался отдать ей после смерти. Чутье подсказывало, что читать его не стоит, но Сесилия не смогла удержаться и в мгновение ока открыла ящик Пандоры, который навлек ужасные события на беспечную жизнь семьи. Благодаря большому журналистскому опыту Лиана Мориарти невероятно реалистично описала все повороты тяжелой семейной драмы. Роман «Тайна моего мужа» был переведен на четыре десятка языков и продан миллионным тиражом.",https://mybook.ru/author/liana-moriarti/tajna-moego-muzha/,https://i2.mybook.io/p/x756/book_covers/40/e9/40e9c51a-cf2b-4293-b292-4ff7ab1dd19e.jpg
Детективы,https://mybook.ru/catalog/detektivy/books/,Красные цепи,Константин Образцов,"Петербург. Загадочный и мрачный, временами безжалостный и надменный, взирающий на суету мира живых с холодной чопорностью мертвеца. Этот город потрясает, завораживает и непрестанно пожирает человеческие жизни, превращая людей в призраков, а призраков делая похожими на людей.",https://mybook.ru/author/konstantin-obrazcov/krasnye-cepi/,https://i3.mybook.io/p/x756/book_covers/b8/0a/b80a9974-c9a1-4841-9d7b-753e2af21962.jpg
Детективы,https://mybook.ru/catalog/detektivy/books/,Большая маленькая ложь,Лиана Мориарти,"Мадлен, веселая, остроумная, страстная, мать троих детей. Она всегда готова прийти на помощь подруге, защитить тех, кого несправедливо обидели, однако ее возмущает, что ее бывший муж с новой женой поселились рядом, а их общая дочь-подросток больше любит отца, а не мать.",https://mybook.ru/author/liana-moriarti/bolshaya-malenkaya-lozh/,https://i2.mybook.io/p/x756/book_covers/9a/0c/9a0ccf93-b68a-4a5d-9a32-5de576ac9d59.jpg
Детективы,https://mybook.ru/catalog/detektivy/books/,Книга Балтиморов,Жоэль Диккер,"После “Правды о деле Гарри Квеберта”, выдержавшей тираж в несколько миллионов и принесшей автору Гран-при Французской академии и Гонкуровскую премию лицеистов, новый роман тридцатилетнего швейцарца Жоэля Диккера сразу занял верхние строчки в рейтингах продаж.",https://mybook.ru/author/zhoel-dikker/kniga-baltimorov/,https://i1.mybook.io/p/x756/book_covers/2e/3c/2e3cd4cd-f7a3-40ab-b768-34e108e6728b.jpg
Детские книги,https://mybook.ru/catalog/detskie-knigi/books/,Мастер иМаргарита,Михаил Булгаков,"«Мастер и Маргарита» — это роман, который стоит особняком от остальных книг, изданных в советский период. Параллельно в книге развиваются несколько сюжетных линий, а реальное смешивается с фантастическим и мистическим. Книга предлагает нам исследовать разные временные периоды, а также забраться в самые потаенные уголки человеческой души. Действие романа начинается в мае, когда Берлиоз, председатель правления МАССОЛИТа, и поэт Бездомный встречают на Патриарших прудах загадочную персону. Кажется, что он знает и прошлое, и будущее. Перед героями сам дьявол, который назвался Воландом, прибыл в столицу со своей разношерстной свитой и поселился в «нехорошей квартире».",https://mybook.ru/author/mihail-bulgakov/master-i-margarita-1/,https://i2.mybook.io/p/x756/book_covers/c7/b1/c7b1406c-d5a1-4762-b37a-67b25bdaca8a.jpg
Детские книги,https://mybook.ru/catalog/detskie-knigi/books/,Преступление инаказание,Федор Достоевский,"«Преступление и наказание» — классический психологический роман, написанный Достоевским с характерным для автора глубоким философским подтекстом. Книга входит в школьную программу по литературе — однако понять произведение во всем его величии, будучи школьником, очень сложно. Именно поэтому стоит вернуться к книге еще раз, перечитать эту историю и понять, что же толкнуло студента на совершение убийства, какую моральную ответственность он взял на себя. Это не просто история об одном убийстве, это срез общества, история о социуме, о государственном и общественном строе, о борьбе добра и зла, о свободе и необходимости. В основу сюжета легла реальная история о французском интеллектуале-убийце, который заявлял, что не он один, а все общество несет ответственность за его деяния.",https://mybook.ru/author/fedor-mihajlovich-dostoevskij/prestuplenie-i-nakazanie/,https://i1.mybook.io/p/x756/book_covers/e4/9d/e49d2390-d67c-4f75-ac92-3a8afc278815.jpg
Детские книги,https://mybook.ru/catalog/detskie-knigi/books/,Вишневый сад,Антон Чехов,"Антон Павлович Чехов — важнейшая личность для отечественной драматургии. Его произведения до сих пор экранизируются и ставятся в театре. Пожалуй, «Вишневый сад» — один из фаворитов современных режиссеров.",https://mybook.ru/author/anton-pavlovich-chehov/vishnevyj-sad/,https://i1.mybook.io/p/x756/book_covers/4c/f8/4cf8a9e2-8b33-415c-9bbc-d8904baeeeca.jpg
Детские книги,https://mybook.ru/catalog/detskie-knigi/books/,Евгений Онегин,Александр Пушкин,"Идут года, но не теряет своей актуальности пушкинский шедевр «Евгений Онегин». С этим произведением знакомятся еще в школе, и никакая критика не может отодвинуть славу стихотворного романа. Сюжет А.С. Пушкина неоднократно ложился в основу театральных спектаклей, опер и балетов, которые можно увидеть на сцене ведущих мировых театров. «Евгений Онегин» переведен на французский, немецкий, английский, иврит и многие другие языки. Это произведение оказало влияние на других деятелей искусств, в том числе Чайковского и Щедрина. История любви франта Онегина и сильной духом Татьяны западает в сердца тем, кто читает «Евгения Онегина» впервые, и дает пищу для размышления читателям, уже знакомым с сюжетом и героями.",https://mybook.ru/author/aleksandr-sergeevich-pushkin/evgenij-onegin/,https://i1.mybook.io/p/x756/book_covers/89/82/89823ce5-1b5a-4ea0-a5cc-5bdfe82bd60c.jpg
Детские книги,https://mybook.ru/catalog/detskie-knigi/books/,Палата № 6,Антон Чехов,"«Палата №6» — интеллектуальная повесть Антона Павловича Чехова, показывающая, что весь мир — это не только театр, но, возможно, и сумасшедший дом. В повести речь идет об Андрее Ефимыче Рагине, враче в лечебнице для душевнобольных. Вступив в должность, он работал не покладая рук, пытаясь улучшить ужасные условия в больнице, облегчить страдания пациентов, однако в какой-то момент он устал бороться с системой и стал работать «для галочки». Так умный и честный врач превратился в скучающего и безвольного персонажа, который стал похожим на собственных пациентов. Прочитав книгу «Палата №6» вы узнаете, что бывает, если человек поддается слабостям, опускает руки и теряет волю.",https://mybook.ru/author/anton-pavlovich-chehov/palata-6/,https://i2.mybook.io/p/x756/book_covers/a9/23/a923c0e8-fbcb-4d4a-b5a7-fe86d8deb185.jpg
Детские книги,https://mybook.ru/catalog/detskie-knigi/books/,Герой нашего времени,Михаил Лермонтов,"«Герой нашего времени» — это глубоко психологичное произведение, которое захватывает читателя интересным сюжетом. Роман был написан Михаилом Юрьевичем Лермонтовым и впервые издан в 1840 году. Книга состоит из пяти частей, повествующих об одном и том же главном герое — Печорине, однако в нарушенном хронологическом порядке. Сначала мы узнаем героя со стороны, из рассказов его сослуживца Максима Максимыча, а потом образ Печорина раскрывается глубже через его дневниковые записи. Печорин не случайно зовется «героем нашего времени»: его индивидуалистичный, переменчивый образ, вмещающий и любовь, и равнодушие, и доброту, и жестокость, и силу, и слабость, характерен не только для времен Лермонтова, но и для современного мира.",https://mybook.ru/author/mihail-yurevich-lermontov/geroj-nashego-vremeni/,https://i1.mybook.io/p/x756/book_covers/e0/38/e038d3db-c1bc-4fc9-a066-42fdfbe32159.jpg
Детские книги,https://mybook.ru/catalog/detskie-knigi/books/,Мертвые души,Николай Гоголь,"«Мертвые души» — гениальное произведение Николая Васильевича Гоголя, учебник жизни и ключ к пониманию характеров и типажей нашего общества. Сам автор определил жанр произведения как поэму. До наших дней дошел только первый том, вторая же часть произведения была уничтожена самим автором. Сюжет книги основан на реальной истории, которую Гоголю подсказал Александр Сергеевич Пушкин. Главный герой книги — бывший коллежский советник Чичиков, выдает себя за помещика. Однажды он появляется в уездном городе N, чтобы осуществить на первый взгляд безумный проект: герой хочет купить у местных помещиков мертвых крестьян, которые теперь числятся только на бумаге. Чтобы исполнить этот план, он встречается с самыми разными персонажами, которые олицетворяют различные качества и пороки общества — удивительно, но спустя полтора века они сохраняют свою актуальность.",https://mybook.ru/author/nikolaj-vasilevich-gogol/mertvye-dushi-1/,https://i2.mybook.io/p/x756/book_covers/10/b8/10b8d349-c16c-4f10-927b-592d495584e5.jpg
Детские книги,https://mybook.ru/catalog/detskie-knigi/books/,Отцы идети,Иван Тургенев,"В романе «Отцы и дети» отразилась идеологическая борьба двух поколений, являвшаяся одной из главных особенностей общественной жизни 60-х годов XIX века. Роман приобрел непреходящие общечеловеческий интерес и значение.",https://mybook.ru/author/ivan-sergeevich-turgenev/otcy-i-deti-1/,https://i2.mybook.io/p/x756/book_covers/ba/9e/ba9e3cda-a9c9-40fa-819b-f968e2c821e1.jpg
Детские книги,https://mybook.ru/catalog/detskie-knigi/books/,Гранатовый браслет,Александр Куприн,"Александр Иванович Куприн оставил после себя богатое литературное наследие, он был мастером пронзительных, романтических, трагических и роковых историй о любви. Одна из таких историй рассказана в его знаменитой повести «Гранатовый браслет». Книга основана на реальной истории о безответной любви мужчины к замужней женщине. Эта история обернулась трагедией и осознанием того, что настоящая любовь может пройти мимо, остаться непознанной. Произведение было дважды экранизировано, также существует немало сценических версий «Гранатового браслета». Название книги напрямую связано с сюжетом: княгиня Вера Шеина получает на именины гранатовый браслет от своего тайного поклонника и хочет отослать его обратно, ведь такие подарки могут скомпрометировать ее — но для этого нужно узнать, кто же является отправителем...",https://mybook.ru/author/aleksandr-ivanovich-kuprin/granatovyj-braslet-2/,https://i2.mybook.io/p/x756/book_covers/dd/bd/ddbda41a-390e-45de-a278-2c1285e4e271.jpg
Детские книги,https://mybook.ru/catalog/detskie-knigi/books/,Горе отума,Александр Грибоедов,"«Гостиная, в ней большие часы, справа дверь в спальню Софии, откудова слышно фортопияно с флейтою, которые потом умолкают.",https://mybook.ru/author/aleksandr-sergeevich-griboedov/gore-ot-uma/,https://i1.mybook.io/p/x756/book_covers/86/08/8608b0b8-aaae-4da3-b9b7-25ed9bd496fc.jpg
Зарубежная литература,https://mybook.ru/catalog/zarubezhnaya-literatura/books/,НИСЫ. Будь уверен всвоих силах инепозволяй сомнениям мешать тебе двигаться вперед,Джен Синсеро,"Что бы ни происходило вокруг, мы можем контролировать свою жизнь. В этом уверена автор культового бестселлера «НИ СЫ».",https://mybook.ru/author/dzhen-sinsero-2/ni-sy-vostochnaya-mudrost-kotoraya-glasit-bud-uver/,https://i1.mybook.io/p/x756/book_covers/a8/24/a824258a-1618-47be-8a1b-cf9b2b3409d1.jpg
Зарубежная литература,https://mybook.ru/catalog/zarubezhnaya-literatura/books/,"Богатый папа, бедный папа",Роберт Кийосаки,"Автор убежден, чтовшколе дети неполучают нужных знаний оденьгах ипотом всю жизнь работают ради денег, вместо того чтобы заставить деньги работать насебя.",https://mybook.ru/author/robert-kijosaki/bogatyj-papa-bednyj-papa/,https://i3.mybook.io/p/x756/book_covers/9a/31/9a31d919-0183-4fdc-987b-0f32fc2042f7.jpg
Зарубежная литература,https://mybook.ru/catalog/zarubezhnaya-literatura/books/,Подсознание можетвсё!,Джон Кехо,"Использование огромных резервов, скрытых в подсознании каждого человека, позволяет решать самые сложные повседневные проблемы, когда логика оказывается бессильной. Разработанная автором этой книги программа поможет вам активизировать безграничные ресурсы собственного головного мозга, чтобы изменить свою жизнь к лучшему раз и навсегда.",https://mybook.ru/author/dzhon-keho/podsoznanie-mozhet-vsyo/,https://i1.mybook.io/p/x756/book_covers/c8/f5/c8f526bb-97bd-4a93-a295-f3f98a7d1a48.jpg
Зарубежная литература,https://mybook.ru/catalog/zarubezhnaya-literatura/books/,Влесу,Тана Френч,"Летом 1984 года, когда сумерки опускаются на идиллический поселок в пригороде Дублина, матери зовут своих детей домой. Но в этот теплый вечер из темного и безмолвного леса не возвращаются трое детей, два мальчика и девочка. Полиция найдет только одного мальчика, Адама. Он в ужасе прижимается к стволу старого дерева, его кроссовки пропитались кровью, и он ничего не помнит…",https://mybook.ru/author/tana-french-3/v-lesu-4/,https://i2.mybook.io/p/x756/book_covers/6d/26/6d260e17-3c98-4b2f-8bc4-c44bca4d8096.jpg
Зарубежная литература,https://mybook.ru/catalog/zarubezhnaya-literatura/books/,Дело Аляски Сандерс,Жоэль Диккер,"“Дело Аляски Сандерс” – новый роман швейцарского писателя Жоэля Диккера, в котором читатель встретится с уже знакомыми ему героями бестселлера “Правда о деле Гарри Квеберта” И снова в центре детективного сюжета – громкое убийство, переворачивающее благополучную жизнь маленького городка штата Нью-Гэмпшир. На берегу озера в лесу найдено тело юной девушки. За дело берется сержант Перри Гэхаловуд, и через несколько дней расследование завершается: подозреваемые сознаются в убийстве. Но спустя одиннадцать лет сержант получает анонимное послание, и становится ясно, что произошла ошибка. Вместе с писателем Маркусом Гольдманом они вновь открывают дело, чтобы найти настоящего преступника а заодно встретиться лицом к лицу со своими призраками прошлого.",https://mybook.ru/author/zhoel-dikker/delo-alyaski-sanders/,https://i3.mybook.io/p/x756/book_covers/16/3f/163ff772-1839-4e80-9820-6e28a6bc0cec.jpg
